"1","MissB","JoeZeeMo","Hi, how are you???","2018-01-27 17:59:00","1","1"
"2","JoeZeeMo","MissB","Good thanks and you?","2018-01-27 20:25:58","0","1"
"3","MissB","JoeZeeMo","Not too bad","2018-02-27 15:06:10","0","1"
"4","JoeZeeMo","MissB","Good to hear","2018-02-27 15:07:36","0","1"
"5","MissB","JoeZeeMo","Sweet","2018-02-27 15:10:19","0","1"
"6","MissB","JoeZeeMo",,"2018-02-27 15:10:24","0","1"
"7",,"JoeZeeMo","Sup","2018-02-27 15:10:42","0","15"
"8","JoeZeeMo","Thor","Sup","2018-02-27 15:11:30","0","15"
"9","Thor","JoeZeeMo","I'm just chilling","2018-02-27 15:14:05","0","15"
"10","JoeZeeMo","Thor","cool","2018-02-27 15:16:47","0","15"
"11","Thor","JoeZeeMo","Sweet","2018-02-27 15:17:50","0","15"
"12","MissB","JoeZeeMo",,"2018-02-27 15:27:04","0","1"
"13","MissB","JoeZeeMo",,"2018-02-27 15:27:05","0","1"
"14","JoeZeeMo","Thor",,"2018-02-27 15:27:10","0","15"
"15","JoeZeeMo","Thor",,"2018-02-27 15:27:11","0","15"
"1","JoeZeeMo","MissB","1"
"14","MissB","JoeZeeMo","1"
"15","JoeZeeMo","Thor","1"
"3","MissB","fsociety","0"
"4","RiRi","fsociety","0"
"5","Nicki","JoeZeeMo","0"
"13","Thor","JoeZeeMo","0"
"36","RiRi","JoeZeeMo","0"
"40","JoeZeeMo","MissB","0"
"41","MissB","anist","0"
"42","JoeZeeMo","Alicia","0"
"1","The_Thinking_Neanderthal.jpg","fsociety","1"
"2","The_Thinking_Neanderthal.jpg","JoeZeeMo","1"
"3","12314170_1019170621477942_7343749055559951577_o.jpg","JoeZeeMo","1"
"4","02.png","anist","1"
"5","alicia-keys.jpg","Alicia","1"
"6","alicia-keys.jpg","Alicia","1"
"1","1","12314170_1019170621477942_7343749055559951577_o.jpg","JoeZeeMo","Joseph","Ngoma","39 Rissik St, Johannesburg, 2000, South Africa","Just a guy","25","1","1","1","1","0","0","0","0","0","0","1","0","male","female","joseph.ngoma0707@gmail.com","$2y$10$Niui0RVLtdwIAzaGlH6v7.pYe3oqo4L8w3DhzWaLg2UD/3jqo6djm","2018-02-20 15:16:58.602534","1","5e56c555a1e9be5911febf8902584aec3119dff60bc6d42f822bfbcdf02207ca13f880bcd06255c64fd2d5660d668e4fcc16c18da4b31362f42a20c371127c0d","1"
"2","1","rihanna-boyfriend-1.jpg","RiRi","Robyn Rihanna","Fenty","Saint Michael, Barbados","Not Rihanna","29","1","1","1","0","0","0","0","0","0","0","0","0","female","both","246810@mailinator.com","$2y$10$uQxQZlQRQU1NHGp8hHtLxO5/j7NU9nrmfaT29j20yxZuPN5kEFYdC","2018-01-26 05:06:03.280260","1","66abd4d8514f0019a7d2e17f4dbc990d2e68beb48b84221c2d041f7bf38123698d9ad63be9b8a553ed39efe491dc75430b9e54ffdb1d8658368e7417847cc3a1","1"
"3","0","medium.1HD8_D-1oa5K7fZmQrxq7hX5QdYIB6XJIiUT0c2OrHA.jpg","Nicki","Onika Tanya","Maraj","Beverly Hills, CA, USA","Not Nicki","35","0","0","1","0","0","0","1","0","0","0","0","0","female","both","24681012@mailinator.com","$2y$10$8jqytI1P2XzU1zVwTBDOUO0A1DVtc5MGU40OP7/FJneWpvDw/qF4u","2018-01-25 20:09:41.503020","1","a58d6bfaafb7e90b1417b9c729863e9967cc6f53c95664a5d5c53dfc2283012b4deba439854260a0e1dea45c771fe3924ccbc7548da7f03dafc56bc164e5b687","1"
"4","1","cardiselfie-feat.png","MissB","Belcalis","Almanzar","Bronx, NY, USA","Money moves","25","1","1","1","0","0","0","0","0","0","1","0","0","female","male","missb@mailinator.com","$2y$10$ezs9ctR4WWPUDnMXvYhxuujQCaiW91BpkvCWNQxo2BKoQWOpwX4Ny","2018-02-20 15:10:41.691158","1","f884a55b7f895d18c47538b092a6a3c5ec09e99ed9ff89ffa117a4ed2d661a7af8a5d578074c804e701d14b540264307ceb3c8635bbbf774246b82e9d6b11442","1"
